dataset,site,n_site,panel,base_rate,n_panels,pooled_on_site,within_site,values_on_site
cand_eicu_regime,90,1593,7,0.028876333961079723,30,0.9290773165453472,0.7673266631067142,0.483706191506703
cand_eicu_regime,94,1239,7,0.03066989507667474,30,1.0,0.9758972785836364,0.42005565537490686
cand_eicu_regime,96,759,7,0.08563899868247694,30,0.996342274440257,0.9401463090223898,0.4548215473287519
cand_eicu_regime,98,1228,7,0.07573289902280131,30,0.999801051584482,0.9995594713656388,0.5533844914973237
cand_eicu_regime,POOLED,47701,8,0.13578331691159515,30,0.9997297907138669,nan,0.5094743114067568
cand_eicu_regime,3,2230,8,0.07219730941704036,30,1.0,1.0,0.49436070475429966
cand_eicu_regime,6,619,8,0.531502423263328,30,1.0,1.0,0.49188764280473746
cand_eicu_regime,7,1066,8,0.3067542213883677,30,1.0,0.9954128440366973,0.4725101695406223
cand_eicu_regime,10,499,8,0.026052104208416832,30,1.0,0.8376068376068375,0.5664767331433997
cand_eicu_regime,14,569,8,0.07205623901581722,30,1.0,0.99484940872136,0.5279471544715447
cand_eicu_regime,19,942,8,0.06157112526539278,30,1.0,1.0,0.5279197222655639
cand_eicu_regime,21,765,8,0.08366013071895424,30,1.0,0.9955086483594864,0.5089604136947218
cand_eicu_regime,24,551,8,0.09437386569872959,30,1.0,0.9367003237243718,0.4812702327732387
cand_eicu_regime,26,758,8,0.09234828496042216,30,1.0,0.851702657807309,0.5367005813953488
cand_eicu_regime,28,631,8,0.12361331220285261,30,0.9999999999999999,0.9976005007650577,0.4920132610006028
cand_eicu_regime,30,926,8,0.03347732181425486,30,1.0,0.95619030455938,0.43494323301495763
cand_eicu_regime,42,1296,8,0.16126543209876543,30,1.0,1.0,0.5262497634065929
